Transaction_ID,Transaction_Date,Customer_ID,Gender,Age,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price_VND,Revenue,Source_Currency,Rating,Customer_Review,Original_Price,Discount_Price,Original_Price_VND,Discount_Price_VND,avg_rating,reviews_count,rating_average,review_count,quantity_sold,availability,is_for_sale,description,product_type,category_2,category_3,manufacturer,current_seller,fulfillment_type,date_created,number_of_images,favourite_count,has_video,Source
T007729,2026-02-02 22:42:09,C00809,Female,33,Hà Nội,170739406,Bộ Chai Lọ Chiết Mỹ Phẩm Du Lịch 8 Món kèm Túi Đựng Khóa Zip - Có 2 Màu,Phụ kiện vali,	OEM,5,35000,175000,VND,2,"Ở góc độ người dùng, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",35000,35000,35000.0,35000.0,,,0.0,0.0,0.0,,,Bộ Dung Cụ Chiết Mỹ Phẩm Du Lịch 8 Món kèm Túi Đựng Khóa Zip BEIYINCó 2 Màu Xanh HồngĐược thiết kế rất tinh tế với 8 món nhiều hình dạng khác nhau tuỳ mục đích sử dụng khác nhau.Bộ mỹ phẩm gồm:- 2 ...,,,,,NEOPVN,dropship,542.0,2.0,0.0,False,Tiki
T007730,2026-08-03 17:08:58,C00903,Female,41,Vũng Tàu,214168689,Túi Đựng Xếp Gọn Túi Du Lịch Đựng Đồ Dơ Túi Đi Chợ Tái Sử Dụng Được Nhiều Lần GIAO MÀU NGẪU NHIÊN 142,Phụ kiện du lịch khác,OEM,5,25000,125000,VND,4,"Với trải nghiệm này, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",25000,25000,25000.0,25000.0,,,0.0,0.0,0.0,,,  142   Túi Đựng Xếp Gọn Túi Du Lịch Đựng Đồ Dơ Túi Đi Chợ Tái Sử Dụng Được Nhiều Lần Chất Liệu Poly Nhiều Hoạ Tiết   Thông tin sản phẩm:   • Chát liệu polyeste   • Màu như phân loại   Đặc điểm:...,,,,,BCB VIỆT NAM,dropship,249.0,6.0,0.0,False,Tiki
T007731,2026-01-06 09:14:23,C00850,Female,41,Vũng Tàu,52900722,Cặp Laptop Đa Năng SAKOS FLASH 17,Thời Trang,Sakos,2,740000,1480000,VND,3,"Với trải nghiệm này, trải nghiệm ở mức bình thường và không có gì quá nổi bật.",740000,740000,740000.0,740000.0,,,0.0,0.0,1.0,,,"Sakos Flash 17  là mẫu thiết kế đa năng nằm trong dòng sản phẩm sản xuất theo tiêu chuẩn Sakostyle U.S.ANgăn chứa rộng rãi, tiện lợiSakos FLASH 17 bao gồm ngăn chính rộng rãi để chứa các đồ dùng cầ...",,,,,THÊ GIƠI BALO 2,dropship,1238.0,8.0,0.0,False,Tiki
T007732,2025-12-17 21:13:37,C01157,Female,35,Huế,325087020,Bormioli Rocco Prometo Glass Serving Bowls - 15cm - White - Pack of 6 | White | White,Marketplace,Bormioli Rocco,4,521022,2084088,GBP,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",14.99,14.99,521022.0,521022.0,\N,\N,,,,in_stock,True,"Serve sumptious Italian style in every meal with these Prometeo Glass Cereal Bowls from Bormioli Rocco. Each piece in this collection has been crafted using Bormioli's 'Opal Glass' technology, producing a dish that possesses exemplary resistance to shocks and temperature changes, as well as staining from liquids and sauces. Each bowl is microwave, refrigerator and dishwasher safe; your complete culinary companion from first course to last!",SingleProduct,Cook & Dine,Tableware,\N,,,,,,,Tesco
T007733,2026-05-14 11:42:59,C01500,Male,23,Vũng Tàu,144198761,HỘP ĐỰNG TAI NGHEHỘP NHỰA ĐỰNG HÌNH VALI ĐỰNG TAI NGHE CÁP SẠC TIỆN DỤNG,Root,OEM,4,40000,160000,VND,4,Tôi hài lòng vì sản phẩm đáp ứng được nhu cầu cơ bản và mang lại trải nghiệm tích cực.,46000,40000,46000.0,40000.0,,,0.0,0.0,0.0,,,"        CAM KẾT BÁN HÀNG CỦA SHOP    Cam kết 1 đổi 1 trong vòng 7 ngày nếu sản phẩm bị lỗi do nhà sản xuất hoặc do shop    Cam kết sản phẩm chất lượng, hàng chính hãng, giá tốt    Thời gian gia...",,,,,Cửa Hàng Tiện Ích Tuấn Phong,dropship,653.0,8.0,0.0,False,Tiki
T007734,2025-12-05 13:06:22,C00908,Male,55,Huế,325086829,"Outsunny 3PC Zero Gravity Chairs Sun Lounger Table Set w/ Cup Holders, Beige | Cream",Marketplace,Outsunny,1,2745534,2745534,GBP,4,"Với trải nghiệm này, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",78.99,78.99,2745534.0,2745534.0,\N,\N,,,,in_stock,True,"Lounging with a friend has never been so relaxing, thanks to the garden recliner chairs set of 3 from Outsunny. Formed of two reclining garden chairs and a matching table, you've got everything you need. Powder-coated steel frame for strength, with a cushioned headrest for comfort. The backs recline back to any position. Comes complete with a handy side table.<br><br> Colour: Beige; Material: Steel Frame, Breathable Mesh Fabric;  Chair Dimension (upright): 90L x 65W x 110H cm;  Reclining Dimension: 160L x 64W x 79H cm;  Table Dimension: 50L x 50W x 50H cm;  Folded Dimension: 64L x 12W x 94H cm (chair), 65L x 50W x 5H cm (table);  Cup Holder Size: 10 x 9H cm;  Pillow Size: 35L x 15W x 5D cm;  Weight Capacity: 120kg (chair), 40kg (table);  Flat Pack: YES;  Item Label: 84B-271V70BG;",SingleProduct,Garden & DIY,Garden Furniture,\N,,,,,,,Tesco
T007735,2026-03-16 14:39:40,C01004,Male,38,Vũng Tàu,263025731,[Lập Trình Nhúng A-Z][154] Công Tắc Vô Cấp EC11 20mm 5 Chân,Root,OEM,5,10500,52500,VND,4,"Trải nghiệm khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",10500,10500,10500.0,10500.0,,,0.0,0.0,0.0,,,        THÔNG SỐ KỸ THUẬT:   ️ Model: EC11   ️ Điện áp hoạt động: 3.3V - 5V   ️ Góc quay: 360 độ (Không có điểm dừng)   ️ Số xung: 15   ️ Tuổi thọ vòng xoay: 30000 ± 200 vòng   ️ Trở kháng t...,,,,,Lập Trình Nhúng AZ,dropship,91.0,3.0,0.0,False,Tiki
T007736,2026-09-17 01:33:39,C01891,Female,25,Nha Trang,35915608,BỘ CHIẾT MỸ PHẨM TIỆN ÍCH DU LỊCH  -  4 MÓN ĐA NĂNG (1681),Thời Trang,OEM,5,53000,265000,VND,5,Trải nghiệm với sản phẩm rất tích cực và tôi cảm thấy rất hạnh phúc với nó.,53000,53000,53000.0,53000.0,,,0.0,0.0,0.0,,,"-Set này gồm những món siêu cần thiêt nhưng vẫn siêu gọn -3 chai thông dụng nhất: 1 chai vòi, 1 chai nắp bật, 1 chai nắp bấm như ảnh, 1 túi Pu chống nước -Được đựng cẩn thận trong túi nhựa trong ...",,,,,Hương Tiện Ích,dropship,1433.0,2.0,0.0,False,Tiki
T007737,2026-02-24 21:08:49,C01551,Male,24,TP. Hồ Chí Minh,325086845,"HOMCOM Mobile Air Cooler, 12L Tank Evaporative Ice Cooling Fan Water Conditioner Humidifier Unit with 3 Modes, 3 Speed, Remote, Timer, Oscillating for Home Bedroom",Marketplace,HOMCOM,4,3301662,13206648,GBP,2,"Trải nghiệm không tốt, sản phẩm cần được cải thiện để đáp ứng kỳ vọng.",94.99,94.99,3301662.0,3301662.0,\N,\N,,,,in_stock,True,"Stay refreshed this summer with HOMCOM's portable air conditioner fan. It features ice boxes for extra chill, three-speed settingsand modes like normal, naturaland sleep to personalize your comfort. A timer function makes it great for nighttime use, while its oscillating feature ensures widespread coverage.
 Colour: White<br/>
 Material: ABS<br/>
 Overall Dimension: 38W x 35D x 81H cm<br/>
 Water Tank: 12L<br/>
 Power Cord Line Length: 1.45m<br/>
 Remote Distance: 5m<br/>
 Suitable for Room: 25-35<br/>
 Voltage: 220-240V/50HZ<br/>
 Power: 80W<br/>
 Battery: (remote control) CR2025 button battery, included a battery<br/>
 Certification: UKCA+CE(EMC,LVD,ERP,ROHS)<br/>
 Item Label: 824-041V70<br/>",SingleProduct,Home Accessories,Heating & Cooling,\N,,,,,,,Tesco
T007738,2026-05-02 06:31:08,C01878,Female,54,Đà Lạt,910678,Balo Nam HARAS HRTK013 (48 x 13 cm) - Xám,Thời Trang,HARAS,3,149000,447000,VND,1,"Với trải nghiệm này, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",190000,149000,190000.0,149000.0,,,3.7,3.0,110.0,,,"       Balo Nam HARAS HRTK013 (48 x 13 cm) - Xám  được gia công bằng chất liệu vải Polyeste đảm bảo độ bền chắc theo thời gian, góp phần hạn chế tối đa tình trạng sờn cũ,         phai màu sau một t...",,,,,HARASMALL,dropship,2188.0,4.0,0.0,False,Tiki
T007739,2025-09-22 19:21:16,C00547,Male,38,TP. Hồ Chí Minh,143838999,Dây Đai An Toàn Vali Du Lịch Vòng 2 Chiều Có Khóa Số,Phụ kiện vali,OEM,1,85000,85000,VND,2,Sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.,85000,85000,85000.0,85000.0,,,0.0,0.0,0.0,,,       Dây Đai An Toàn Vali Du Lịch Vòng 2 Chiều Có Khóa Số   Dây đai vali khóa số với chiều dài 2m*5cm được thiết kế chắc chắn cùng bộ khóa số được đánh mã chắc chắn rất cần thiết cho bạn nếu nh...,,,,,ĐỒ GIA DỤNG SG,dropship,654.0,7.0,0.0,False,Tiki
T007740,2025-12-31 09:41:54,C00729,Male,42,Huế,95289510,Túi du lịch thời trang TRAVEL BAG,Túi trống,ARTË,4,550000,2200000,VND,3,"Trải nghiệm của người dùng ở mức bình thường, không có gì nổi bật.",550000,550000,550000.0,550000.0,,,0.0,0.0,0.0,,,"TÍNH NĂNG SẢN PHẨM: túi xách thời trang - Túi xách thời trang chống thấm do được sử dụng bằng chất liệu Polyester, túi xách siêu nhẹ lại có khả năng chống trầy, đảm bảo đồ đạc bên trong luôn an toàn.-...",,,,,Arte Bags,dropship,859.0,6.0,0.0,True,Tiki
T007741,2025-11-27 23:26:32,C00319,Male,51,Biên Hòa,2297817,Túi bọc bảo vệ vali ZOOYOO Gấu Trắng,Phụ kiện vali,ZOOYOO,1,169000,169000,VND,5,"Theo cảm nhận của tôi, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",277000,169000,277000.0,169000.0,,,4.7,15.0,201.0,,,"1. HƯỚNG DẪN CHỌN SIZE  :Túi bọc bảo vệ vali -Áo vỏ bọc vali Size S : Cao 48-53cm, Dài 32-35 cm, Rộng 20-23cmSize M : Cao 58-63 cm, Dài 39-42 cm, Rộng 23-26 cmSize L : Cao 65-70 cm,  Dài 47-50 cm,...",,,,,HKT Home Shopping,dropship,1929.0,1.0,0.0,False,Tiki
T007742,2026-02-26 02:46:11,C01890,Male,18,Đà Lạt,148715705,Swing MasterII Zero-Gravity Massage chân nằm đa chức năng - Sky,Root,OEM,3,2868000,8604000,VND,5,"Theo cảm nhận của tôi, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",2868000,2868000,2868000.0,2868000.0,,,0.0,0.0,0.0,,,"       Swing MasterII Zero-Gravity Massage chân nằm đa chức năng - Sky   Hỗ trợ giao gấp trong ngày qua các dịch vụ Grab hoặc Ahamove , xuất hoá đơn VAT , SL nhiều cho các doanh nghiệp cần   - T...",,,,,SkyLife,dropship,637.0,8.0,0.0,False,Tiki
T007743,2026-04-05 14:28:51,C01205,Male,22,Hà Nội,80959619,[Có sẵn] Túi Đựng Mỹ Phẩm Nhiều Size Chống Thấm Nước,Túi trống,OEM,4,74999,299996,VND,1,"Trải nghiệm với sản phẩm rất tệ, khiến tôi cảm thấy không hài lòng.",74999,74999,74999.0,74999.0,,,5.0,1.0,7.0,,,"Túi Đựng Mỹ Phẩm/ Đồ Trang Điểm Du Lịch WASHBAG- Chất liệu PVC, bảo vệ môi trường và chống thấm nước.-Hoàn hảo để giữ tất cả mỹ phẩm, đồ dùng vệ sinh và các sản phẩ...",,,,,Siêu tiện ích 24H,dropship,908.0,6.0,0.0,False,Tiki
T007744,2025-11-01 08:19:31,C01854,Male,47,Huế,263026109,[Lập Trình Nhúng A-Z][G10] Pin CR1220 Lithium,Root,OEM,5,4000,20000,VND,2,"Nhìn chung, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",4000,4000,4000.0,4000.0,,,0.0,0.0,0.0,,,        THÔNG SỐ KỸ THUẬT:   ️ Pin CR1220 Lithium   ️ Điện áp: 3V   *** CẢM ƠN TẤT CẢ MỌI NGƯỜI ĐÃ TIN TƯỞNG VÀ MUA HÀNG TẠI LẬP TRÌNH NHÚNG A-Z ***    Ship: Shop sẽ bọc hàng hết sức cẩn thận ...,,,,,Lập Trình Nhúng AZ,dropship,91.0,3.0,0.0,False,Tiki
T007745,2026-04-25 22:48:56,C01123,Male,34,Nha Trang,138624256,"Cặp đi học, đi chơi cho nữ hợp thời trang",Balo nữ,OEM,4,79000,316000,VND,1,Tôi cảm thấy rất thất vọng do sản phẩm không đạt mức chất lượng mong muốn.,79000,79000,79000.0,79000.0,,,0.0,0.0,0.0,,,"  Xin chào quý khách đã quan tâm tới shop ạ.   Tên sản phẩm: balo đi học   Xuất xứ: hàng việt.   Kích thước: 28*38 (cm)   Màu sắc: hồng, đen   Không chỉ quần áo mà balo còn được xem là phụ kiện ...",,,,,DIỄM MY STORE,dropship,420.0,8.0,0.0,False,Tiki
T007746,2025-10-19 02:41:10,C00358,Female,42,Đà Lạt,191777680,Vali nhựa STARGO HARMONY size xách tay (Z22),Vali nhựa,STARGO,2,850000,1700000,VND,1,"Ở góc độ người dùng, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",945000,850000,945000.0,850000.0,,,1.0,1.0,19.0,,,- Sản phẩm được thiết kế và sản xuất theo tiêu chuẩn Sakostyle U.S.A.- Được sản xuất và phân phối độc quyền bởi SAKOS Việt Nam- STARGO một thương hiệu của SAKOSTÍNH NĂNG ĐẶC BIỆTChất liệu nhựa PP ...,,,,,SAKOS Official Store,dropship,418.0,13.0,0.0,False,Tiki
T007747,2026-04-04 09:52:35,C00064,Male,40,Đà Lạt,253162677,Giấy lau giầy thần thánh Sneaker,Root,OEM,4,17000,68000,VND,5,Tôi cảm thấy sản phẩm đáp ứng đầy đủ nhu cầu và mang lại trải nghiệm tuyệt vời.,17000,17000,17000.0,17000.0,,,0.0,0.0,0.0,,,"       Giấy lau giầy thần thánh Sneaker   Giấy ướt lau giày cực tiện luôn ạ, nhất là khi đi du lịch hay đi xa, mà chẳng may giày bị bẩn, muốn lau cái là sạch đẹp mà ko cần phải dùng bất kỳ dụng c...",,,,,Gia Dụng Phạm Nguyễn,dropship,132.0,10.0,0.0,False,Tiki
T007748,2026-01-13 06:37:32,C00189,Male,51,Cần Thơ,23911751,"Balo Nam OHAZO! Phát Sáng Có Sạc USB, Khóa Chống Trộm, Chống Nước Balo Đi Học Hot Trend 2021",Thời Trang,Ohazo!,3,169000,507000,VND,4,Tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.,169000,169000,169000.0,169000.0,,,4.3,252.0,1460.0,,,"Bộ Balo Phát Sáng được thiết kế rất thẩm mĩ quai xách bền chắc cùng kiểu dáng mảnh mai là điểm nhấn riêng biệt tạo nên sự hài hòa, khỏe khoắn mà không hề đơn điệu làm bạn khó có thể từ chối được.Đườ...",,,,,Ohazo,dropship,1510.0,7.0,0.0,False,Tiki
T007749,2026-01-31 00:42:42,C00322,Male,34,Vũng Tàu,253494978,[SIZE 24 INCH] Vali kéo du lịch cao cấp chất liệu hợp kim nhôm nguyên khối nhập khẩu Hàn Quốc Tresette 2128,Root,Tresette,4,4110000,16440000,VND,4,Tôi cảm thấy sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.,4420000,4110000,4420000.0,4110000.0,,,0.0,0.0,0.0,,,"Vali kéo du lịch cao cấp chất liệu hợp kim nhôm nguyên khối nhập khẩu Hàn Quốc Tresette 2128Tresette từ lâu được xem là thương hiệu vali mang biểu tượng sang trọng, xa hoa của nước Hàn Quốc và được đ...",,,,,TRESETTE OFFICIAL,dropship,124.0,9.0,0.0,False,Tiki
T007750,2025-11-05 10:36:10,C00111,Female,35,Đà Nẵng,116798137,Túi đựng mỹ phẩm du lịch và bộ chiết mỹ phẩm mini 5 món tiện lợi cho chị em ,Balo và Vali,OEM,2,39000,78000,VND,5,Tôi rất hài lòng với chất lượng và trải nghiệm tổng thể của sản phẩm.,39000,39000,39000.0,39000.0,,,0.0,0.0,0.0,,,"       Bộ Chiết Mỹ Phẩm Cá Nhân Tiện Lợi , Set chai lọ chiết mỹ phẩm đi du lịch tập hợp rất nhiều món bảo bối siêu tiện lợi, lại cực kì cần thiết trong các chuyến đi xa   Chất liệu nhựa trong suố...",,,,,Bách Hóa Huong Trang 2019,dropship,765.0,6.0,0.0,False,Tiki
T007751,2026-07-29 19:57:50,C01666,Female,37,Đà Nẵng,253299764,VALI NHỰA DU LỊCH HÙNG PHÁT SIZE 16. Cam kết gửi hàng đúng hãng Hùng Phát,Root,OEM,2,399000,798000,VND,1,"Ở góc độ người dùng, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",399000,399000,399000.0,399000.0,,,0.0,0.0,1.0,,,       + Trọng lượng: 2.7 kg.   – Dây kéo khóa mở rộng tăng thêm diện tích khoang chứa đồ.   Kích thước Size 24″ (Cao x ngang x dày): 60cm x 40cm x 26cm   Kích thước size 20’’ (Cao x ngang x dà...,,,,,TỔNG HỢP HẢI ĐĂNG,dropship,128.0,5.0,0.0,False,Tiki
T007752,2026-04-08 08:10:43,C00222,Male,57,Hải Phòng,193340942,Túi Đựng Mỹ Phẩm Đồ Dùng Cá Nhân Nhiều Ngăn Chống Nước Tiện Lợi Khi Du Lịch,Túi chống sốc,OEM,2,30000,60000,VND,2,"Ở góc độ người dùng, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",60000,30000,60000.0,30000.0,,,4.0,1.0,8.0,,,"   MÔ TẢ SẢN PHẨM   - Có thể gấp gọn lại nên khi bạn không sử dụng   - Đường may chắc chắn, độ bền cao.   - Đây là món quà ý nghĩa dành tặng bạn bè, hoặc chị em gái, chắc chắn người nhận sẽ rất bấ...",,,,,BlueStoreVina,dropship,405.0,6.0,0.0,False,Tiki
T007753,2025-12-30 01:52:35,C00985,Female,37,Biên Hòa,191465787,Ba lô du lịch thể thao nam công suất lớn phong cách hiện đại – BLN1001,"Balo du lịch, phượt",Bee Gee,1,920000,920000,VND,3,"Theo cảm nhận của tôi, sản phẩm ở mức trung bình và nhìn chung vẫn có thể chấp nhận được.",1840000,920000,1840000.0,920000.0,,,0.0,0.0,2.0,,,"Kích thước : rộng 32cm X cao 80cm X dày 22cmTrọng lượng: 1.7 kgCông suất: 75 LPhương pháp sản xuất: công nghệ caoChất liệu : Vải Canvas mã hóa SIÊU CHỐNG NƯỚCChức năng: thoáng khí, chống mài mòn,...",,,,,BEE GEE SHOP,dropship,422.0,4.0,0.0,False,Tiki
T007754,2026-08-27 05:57:55,C00311,Female,64,Cần Thơ,160221466,"Vali mini 3 tầng nhiều ngăn có khóa mã số an toàn, cặp đựng giấy tờ, tài liệu có khóa kéo, chất liệu vải chống thấm nước",Root,OEM,1,116900,116900,VND,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,116900,116900,116900.0,116900.0,,,0.0,0.0,0.0,,,"       Vali mini 3 tầng nhiều ngăn có khóa mã số an toàn, cặp đựng giấy tờ, tài liệu có khóa kéo, chất liệu vải chống thấm nước   - Cặp đựng tài liệu thiết kế kéo khóa chắc chắn, dễ dàng mở khi c...",,,,,GIA DỤNG NGỌC LÂM,dropship,598.0,8.0,0.0,False,Tiki
T007755,2026-04-17 21:37:22,C01303,Male,30,Đà Nẵng,71155777,Balo Combo 4 món nữ laptop học sinh Sinh viên ulzzang cặp,Balo và Vali,OEM,2,71900,143800,VND,3,"Với trải nghiệm này, trải nghiệm ở mức bình thường và không có gì quá nổi bật.",71900,71900,71900.0,71900.0,,,4.0,9.0,21.0,,,"✪.THÔNG TIN SẢN PHẨM Đặc điểm nổi bật ♪ Kích thước :BALO:40X12X30 CM, TÚI ĐEO CHÉO:23X5X20 CM,VÍ NHỎ:17X2X12 CM♪ Thiết kế hiện đại, trẻ trung,tiện dụng,vừa đơn giản, vừa sang trọng. ...",,,,,Cherry Sweet,dropship,1054.0,5.0,0.0,False,Tiki
T007756,2026-08-02 19:04:57,C00507,Female,54,Đà Lạt,94157819,Valy du lịch valy kéo cao cấp size 20inch màu xanh rêu KINGSUN-KS 218,Vali nhựa,KingSun,4,428000,1712000,VND,1,"Với trải nghiệm này, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",648000,428000,648000.0,428000.0,,,4.8,35.0,95.0,,,"Chúng tôi luôn mong muốn mang đến cho quý khách những sản phẩm tốt nhất với giá thành cạnh tranh. Cùng với đó là chính sách chăm sóc khách hàng tận tâm, luôn coi sự hài lòng của khách hàng là tâm điểm...",,,,,KingSun Vali,dropship,867.0,9.0,0.0,True,Tiki
T007757,2026-07-26 02:55:25,C01948,Female,31,Huế,36779365,Balo Laptop thời trang LAZA BL454 vừa laptop 17in - Chính hãng phân phối,Thời Trang,OEM,5,159000,795000,VND,1,"Với trải nghiệm này, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",159000,159000,159000.0,159000.0,,,4.5,37.0,280.0,,,GIỚI THIỆU SẢN PHẨM BA LÔ HÀN QUỐC LAZA BL454  Đặc điểm nổi bật của sản phẩm:- Kích thước Ba lô: Cao 53cm - Rộng 16cm - Ngang 30cm   - Khối lượng sản phẩm Balo nam: 0.7kg- Chức năng như Balo La...,,,,,LAZA Official Store,dropship,1424.0,5.0,0.0,False,Tiki
T007758,2026-05-02 06:23:57,C00154,Male,37,Nha Trang,147708820,Balo Nữ Đi Học Laptop  thời trang ulzzang cặp sách đi học Sinh viên học sinh KEKEMI,Balo nữ,OEM,1,76900,76900,VND,2,"Với trải nghiệm này, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",76900,76900,76900.0,76900.0,,,0.0,0.0,0.0,,,"       Sản phẩm với thiết kế năng động, trẻ trung cho các bạn trẻ với họa tiết đơn giản nhưng không kém phần cá tính. Góp phần tạo ra điểm nhấn làm nổi bật cho người mang.   -Hình dáng: Sản phẩm ...",,,,,Cherry Sweet,dropship,636.0,4.0,0.0,False,Tiki
T007759,2025-12-27 03:29:15,C01591,Female,18,Đà Nẵng,198077622,Cặp đựng laptop Lexon CHALLENGER - Hàng chính hãng,Cặp đựng laptop,LEXON,1,755000,755000,VND,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,1490000,755000,1490000.0,755000.0,,,0.0,0.0,0.0,,,"  CHALLENGER+ LAPTOP BRIEF 13""/15"" - Bao đựng laptop siêu mỏng size 13inch/15inch   Thiết kế: Luca Artioli    ̂́ ̂́:   - Túi đựng tài liệu máy tính xách tay siêu mỏng   - Dây đeo vai có thể tháo ...",,,,,Lexon Official,dropship,356.0,4.0,0.0,False,Tiki
T007760,2026-06-17 14:20:13,C00466,Male,49,Biên Hòa,325088764,Outsunny 3 PC Outdoor Rattan Sofa Set w/ Chairs Coffee Table Cushion Light Grey | Grey,Marketplace,Outsunny,5,5421900,27109500,GBP,2,"Với trải nghiệm này, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",155.99,155.99,5421900.0,5421900.0,\N,\N,,,,in_stock,True,"Make the right choice for the upcoming Summer season  choose this three-piece dining set from Outsunny for endless hours of comfort and joy. In a contrasting cream tone, thick cushions are placed on the seats for comfort, with a stylish striped bolster cushion also included for extra style  all with removable covers which can be washed clean to keep them fresh and hygienic. The set is completed with a matching two-tier table, with a tempered glass top for a chic finishing touch.<br><br> Color: Light Grey rattan, Beige cushion;  Material: Steel, PE rattan, Polyester, Tempered glass;  Sofa Size: 63W x 68D x 78Hcm;  Seat Size: 55W x 60D x 35Hcm;  Coffee Table Size: 50L x 30W x 50Hcm;  Max Load: 160kg(Sofa), 30kg(Table);  Item Label: 860-086;",SingleProduct,Garden & DIY,Garden Furniture,\N,,,,,,,Tesco
T007761,2026-03-11 22:54:10,C00028,Female,24,Biên Hòa,215886002,Túi vải đựng đồ bóng đá cao cấp 2023,Túi chống sốc,Wika,4,69000,276000,VND,4,"Trải nghiệm tổng thể khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",69000,69000,69000.0,69000.0,,,0.0,0.0,0.0,,,"  Túi thiết kế 2 ngăn để đực đồ Nhỏ ngọn dễ mang theo Được thiết kế tỉ mỉ Đựng được giày, tấ   ...",,,,,Phụ kiện thể thao NamNam,dropship,219.0,6.0,0.0,False,Tiki
T007762,2026-02-14 10:38:34,C01114,Male,63,Huế,325084887,"Silentnight Sleep Therapy Neck Support Pillow, Ergonomic, Breathable, Pain and Stiffness Relief",Marketplace,Silentnight,1,903360,903360,GBP,4,"Ở góc độ người dùng, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",25.99,25.99,903360.0,903360.0,\N,\N,,,,in_stock,True,"For ultimate orthopaedic neck care, The Silentnight Sleep Therapy Neck Care Pillow will provide support and relief from neck and shoulder pain throughout the night. Designed with comfort and care in mind, this pillow has a base layer of supportive foam, as well a generous amount of soft and bouncy fibres for cushioned comfort and optimal support.<br />
<br />
The unique butterfly shape provides orthopaedic support for back, side and front sleepers. The neck slope prevents your head from rolling out of a stable position whilst arm contours help you to find a more comfortable position for improved spinal alignment. Mesh walls allow air to flow freely through the pillow to keep you cool and refreshed whilst you sleep and with adjustable fill, you can adapt the pillow to suit your needs for ultimate comfort and support all night long.<br><br><ul><li>BREATHABLE COMFORT: Mesh walls allow air to flow freely through the pillow to keep you cool and refreshed whilst you sleep.</li><li>OUR PROMISE: We understand just how important it is to sleep healthy, which is why we develop products specifically designed to solve sleep problems.</li></ul>",SingleProduct,Home Accessories,Bedding,\N,,,,,,,Tesco
T007763,2026-04-27 17:06:42,C00578,Female,19,Đà Lạt,253376855,Vali Nhựa Cao Cấp Hùng Phát Size 28,Root,OEM,3,539000,1617000,VND,4,Sản phẩm hoạt động ổn định và mang lại trải nghiệm khá tốt.,539000,539000,539000.0,539000.0,,,0.0,0.0,0.0,,,Vali nhựa size 24 cao cấpThích hợp mang lên máy bay do trọng lượng nhẹ hơn vali vảiNhựa ABS chống vỡ tương đối tốtBánh xe xoay 360 độ dễ dàng di chuyển trên nhiều dạng địa hìnhTay kéo hợp kim chốn...,,,,,TỔNG HỢP HẢI ĐĂNG,dropship,126.0,1.0,0.0,False,Tiki
T007764,2026-03-27 19:45:26,C00852,Female,25,Đà Nẵng,325087105,"Argon Tableware 375ml Enamel Mugs - Set of 6 Metal Drinking Cups Coffee Teacup Mug Set Hot, Cold Drinks Cups | Red | Red",Marketplace,Argon Tableware,3,764328,2292984,GBP,1,Chất lượng sản phẩm không đáp ứng yêu cầu và trải nghiệm tổng thể tiêu cực.,21.99,21.99,764328.0,764328.0,\N,\N,,,,in_stock,True,"Add some traditional rustic tone and texture to your tea and coffee service with this 6 piece set of Red & White Enamel Mugs from Argon Tableware.
Perfectly crafted for performance both at home and out on the trail, our mugs make the perfect serving vessel for all manner of fresh hot teas, coffees, chocolates or canned goods.
The pressed steel shell provides exceptional pound-for-pound strength and durability, while the non-stick enamel coating helps protect against rust and degredation in the face of the elements.
As with the rest of our Enamel collection, we recommend washing these mugs by hand to best preserve the enamel coating.",SingleProduct,Cook & Dine,Tableware,\N,,,,,,,Tesco
